id,premise,hypothesis,label,attacked_hypothesis,generator
2583,위치도 진짜 좋고 호스트도 정말 친절합니다.,호스트가 정말 불친절합니다.,2,호스트의 태도가 매우 무례했습니다.,clova
2584,"조선민주주의인민공화국이 2013년 2월 12일, 제3차 핵실험을 성공하였다고 공식 발표하였다.",조선민주주의인민공화국은 핵실험에 실패한 적이 있다.,1,조선민주주의인민공화국이 실행한 핵실험이 실패로 돌아간 사례가 존재한다.,clova
2585,라이브커머스를 통해 소비자들을 만나게 될 상품들의 면면도 화려하다.,수요가 가장 높은 상품들이 라이브커머스를 통해 소비자들을 만나게 된다.,1,소비자들을 직접 만나는 것은 라이브 커머스로 판매량이 최고인 상품들이다.,clova
2586,국토교통부는 산하 특별법인으로 설립된 국립항공박물관이 2015년 건립계획 수립 이후 6년간의 준비 끝에 5일 개관한다고 밝혔다.,국립항공박물관은 2021년 5월 5일에 개관한다고 밝혔다.,1,국립 항공 박물관이 2021년 5월 5일 문을 연다고 발표했다.,clova
2587,조식쿠폰으로 먹은 크로와상도 정말 맛있었어요,조식쿠폰으로 크로와상을 먹었어요.,0,조식 쿠폰 활용해서 크로와상 섭취했어요.,clova
2588,참여기관들은 각 기관별 주요 실행과제를 선정하여 실질적인 성과 창출에 최선을 다할 계획이다.,가장 높은 성과를 창출할 경우 정부로부터 지원을 받는다.,1,정부 지원은 가장 높은 성과를 이룩했을 때 제공받는다.,clova
2589,또한 보다 많은 기업이 유턴지원제도를 활용할 수 있도록 신청요건이나 기한 등 제도개선을 추진하고 지방 단지형 외투지역에도 유턴기업 입주를 허용할 계획이다.,지방 단지형 외투지역에는 유턴기업 입주가 불가능할 것이다.,2,"지방에 위치한 단지형 외투지역의 경우, 유턴기업의 입주 가능성은 희박하다.",clova
2590,"버스, 트램 정류장 역시 매우 가깝습니다.","가까운건 버스, 트램 정류장 뿐만이 아닙니다.",0,가까운 것은 버스와 트램 정류장뿐만이 아니라 다른 것도 존재합니다.,clova
2591,이날 박서준 씨 역시 인스타그램 계정에 손흥민 선수와 만난 사진을 게재했다.,박서준 씨는 손흥민 선수와 사진을 찍었다.,0,손흥민 선수와의 사진 촬영에 참여한 배우가 바로 박서준 씨이다.,clova
2592,슬픔은 사랑하는 사람까지도 퍼져나간다.,사랑하는 사람이더라도 슬픔은 공유되지 않는다.,2,아무리 사랑해도 괴로움은 나눠지지 않는다.,clova
2593,힛걸 진심 최고다 그 어떤 히어로보다 멋지다,힛걸 그 어떤 히어로보다 별로다.,2,힛 걸은 여타 히어로들만큼 멋지지 않다.,clova
2594,철저히 미국적인 영화지만 어떤가 춤꾼의 정열과 꿈이 보이는 걸,춤군의 정열과 꿈이 보이는 영화다.,0,춤꾼의 열정과 꿈을 담은 작품이다.,clova
2595,경기도는 최근 20년간 치러진 전국장애인체육대회에서 종합우승 18회를 달성하는 등 명실상부 대한민국 장애인 체육의 중심지입니다.,경기도는 최근 20년간 치러진 전국장애인체육대회에서 종합우승한 기록이 없다.,2,지난 이십 년 간 열린 전 국 장 애 인 체 육 대 회 에서 경 기 도 는 종 합 우 승 을 하지 못했다.,clova
2596,그는 사랑하는 아테네가 잔해로 변해 터키의 지배 아래 있는 것을 보고 깜짝 놀란다.,그는 아테네를 몹시 혐오스럽게 생각한다.,2,그는 아테네가 아주 혐오스럽다고 여긴다.,clova
2597,루브르랑 오르세 걸어서 20분정도밖에안걸립니다.,루브르랑 오르세는 도보로만 이동 가능합니다.,1,루브르와 오르세 사이에는 걸어서만 갈 수 있습니다.,clova
2598,"김씨는 당초 이민재판을 신청할 것으로 알려졌지만, 국내 송환을 피할수 없는지라 이 같은 결정을 한 것으로 알려졌다.",김씨는 즉시 국내 송환되었다.,1,김 씨는 곧바로 우리나라로 보내졌다.,clova
2599,나폴레옹은 간교한 스퀼러를 대변자로 내세워 동물들을 설득도 하고 조작도 하며 개 9마리를 앞장세워 공포 분위기를 조성함으로써 완전한 독재 체제를 세운다.,나폴레옹은 조작만을 통해 완전한 독재 체제를 세웠다.,2,나폴레옹이 오로지 조작으로만 완벽한 독재 정권을 수립하였다.,clova
2600,주택가로 지하철까지 10분정도 걸으면 된다.,지하철까지 차로 20분 정도 가면 된다.,1,차로 약 20분을 달리면 지하철에 도착할 수 있다.,clova
2601,2020년 10월 8일 목요일 오후 11시 7분 경 울산의 주상복합 아르누보 아파트에서 화재 사건이 일어났다.,아르누보 아파트 화재의 사상자는 한 명도 없었다.,1,아르누보 아파트에서 발생한 화재 사고로 인한 사망자는 단 한 명도 존재하지 않았다.,clova
2602,중년 배우분들부터 젊은 배우까지 너무 유쾌해서 기분좋아요,젊은 배우부터 중년 배우들까지 정말 유쾌하니 기분이 좋아요.,0,젊은 배우에서 중년의 배우에 이르기까지 모두가 매우 즐거운 분위기를 조성하여 기분 좋네요.,clova
2603,숙소도 굉장히 깨끗하고 호스트도 엄청 친절해요.,호스트가 불친절하진 않아요.,0,"호스트는 친절하다고 볼 순 없지만, 그렇다고 불친절한 것도 아닙니다.",clova
2604,다만 주방과 화장실은 개선이 필요할것 같습니다.,개선할 점은 딱히 없습니다.,2,수정해야 할 부분은 특별히 존재하지 않습니다.,clova
2605,"기존에 위성에 적용하던 기술을 우주선 발사에 적용함으로, 추진체 제작 비용을 획기적으로 낮추었다.",우주선을 발사하는 데 위성에 사용하던 기술을 적용했다.,0,위성 기술로 개발한 것을 우주선 발사에 활용하였다.,clova
2606,"1963년, 촉망받는 물리학도 스티븐 호킹은 영국 케임브리지 대학교에서 박사학위를 준비 중이다.",스티븐 호킹은 물리학 박사가 된다.,1,스티븐 호킹은 박사 학위를 취득하여 물리학자가 되었다.,clova
2607,지금 최고의 민생 과제는 부동산 대책입니다.,부동산 대책은 해답이 전혀 보이지 않고 있습니다.,1,부동산 정책에는 해결책이 전혀 없는 상황입니다.,clova
2608,"환경 보호 단체 그린피스를 후원해 온 류준열 씨는 이날 문 대통령과 함께 팻말을 부착한 뒤, 일정에 함께 했다.",류준열은 환경 보호 단체 중 그린피스만을 후원해 왔다.,1,류준열은 그동안 오직 그린피스를 포함한 환경 보호 단체를 지원해왔다.,clova
2609,"경기가 팽팽한 균형을 이룬 가운데 양 팀 모두 결정적인 기회를 잡았으나, 양 팀 모두 기회를 살리지 못하며 경기는 연장전에 들어갔다.",경기는 한 팀의 압도적인 승리로 끝났다.,2,이번 시합은 어느 한 팀이 크게 이겨서 마무리되었다.,clova
2610,물부족 현상을 막기 위한 바람직한 영화,물부족 현상을 방지하기 위한 바람직한 영화.,0,물 부족 문제를 예방하는데 적합한 작품인 영화.,clova
2611,"한편, 농림수산식품부는 민족고유의 명절 설을 앞두고 국민들께 축산농가에 방문을 자제해달라고 당부하였다.",농림수산식품부는 설에 축산농가에 방문을 자제해달라고 당부하였다.,0,축산농가는 설 때 방문하는 것을 농림수산식품부가 삼가라고 요청했다.,clova
2612,"프레쉬필즈는 매직 서클 내에서도 가장 오래된 로펌이며, 세계에서 가장 오래된 국제 법률 사무소로 알려져 있다.",프레쉬필즈는 매직 서클 내에서 가장 오래된 로펌이지만 최근 파산위기에 쳐해있다.,1,매직 서클에서 제일 오래됐으나 근래에 파산 위기를 맞이한 곳은 프레쉬필즈다.,clova
2613,이니드가 뭔가 나랑 비슷해서 더 재밌었음,이니드가 뭔가 나랑 성격이 비슷했음.,1,이니드와 나의 성향이 서로 닮았다.,clova
2614,하지만 그어느 요란한말과 행동보다 강렬한 전함이 있다.,요란한 말과 행동은 중요하지 않다.,1,소란스러운 언행보다는 내실이 중요하다.,clova
2615,개학기 어린이 안전 및 감염예방 홍보물을 시민에게 배부하는 등 적극적인 홍보 활동을 전개했다.,감염 예방을 위한 홍보도 시행했다.,0,감염 방지를 위해 선전 활동 또한 진행하였다.,clova
2616,"알 보울리가 활동했던 1930년대 당시 그는 알려진 가수이긴 했지만, 최고의 가수는 아니었다.",알 보울리는 1930년대 최고의 가수였다.,2,알 보울리는 1930년대에 가장 뛰어난 가수로 평가받았다.,clova
2617,미국의 주택을 경험할 수 있는 점이 좋아요,미국의 주택과 유사한 구조를 가지고 있어요.,1,미국식 주택과 닮은 모양새를 갖추고 있습니다.,clova
2618,물을 뿌리고 난 후 빈 페트병을 마운드에 버리고 갔다는 이유였다.,마운드에는 빈 페트병만 있었다.,1,마운드는 비어있는 상태였고 오직 빈 페트병들만이 존재했다.,clova
2619,"즉석조리식품 이외에도 베트남에서는 아직 익숙하지 않은 상품인 삼각김밥, 도시락과 같은 신선식품도 지속해서 매출이 늘고 있다.",삼각김밥은 베트남에서도 익숙한 식품이다.,2,베트남에서도 흔히 볼 수 있는 음식 중 하나가 바로 삼각김밥이다.,clova
2620,아일랜드 포크 음악은 스코틀랜드의 포크 음악과 매우 유사하며 5음 음계를 주로 사용한다.,아일랜드 포크 음악과 스코틀랜드의 포크 음악은 비슷한 시기에 형성된다.,1,아일랜드와 스코틀랜드에서 포크 음악이 거의 동시에 만들어졌다.,clova
2621,강민주는 대학원에서 심리학을 전공한 후 여성 문제상담소에서 연구원으로 일한다.,과거에 강민주는 대학원에서 심리학을 전공했다.,0,이전에 강민주는 대학원 과정에서 심리학을 학습하였다.,clova
2622,강인호는 기간제 교사로 일하게 되어 전라북도의 영화 속의 도시 무진으로 내려가게 된다.,강인호는 정식 교사로 발령받았다.,2,강인호에게 정식으로 교사 임명이 내려졌다.,clova
2623,남은 평생 이렇게 긴여운을 남기는 애니메이션을 또 만나긴 어려울듯하다.,이렇게 긴여운을 남기는 애니메이션은 또 만날 수 있을 것이다.,2,이러한 여운이 오래가는 애니메이션을 앞으로 다시 볼 기회가 있을것이다.,clova
2624,냉장고 그릇 오븐 가스렌지 전자렌지 다 있어요.,가스렌지와 오븐이 있어요.,0,가스레인지와 오븐이 설치되어 있습니다.,clova
2625,"이에 따라 스페인 정부는 투표소 2300여개 중 2000개를 봉쇄하였고, 투개표 시스템을 해체하였다.",스페인 정부는 투표소 2000개를 봉쇄했다.,0,스페인의 정부는 2천 개의 투표소를 폐쇄하였다.,clova
2626,"오랜 친구 민지의 배려로 자영은 낮에는 민지가 근무하는 회사에서 아르바이트를 하고, 밤에는 현주와 현주의 달리기 모임 멤버들과 함께 달리기를 한다.",자영은 낮밤을 가리지 않고 일을 한다.,2,낮이나 밤이나 상관없이 자영은 항상 업무에 몰두한다.,clova
2627,"최대 전력수요를 기록할 것으로 보이는 피크시기는 7월 5주에서 8월 2주 사이로 예상, 3주간 피크관리에 집중할 계획이다.",3주간 피크관리를 위해 한국전력은 최대한 많은 노력을 기울이고 있다.,1,한국전력은 피크 관리를 위하여 3주 간 가능한 모든 노력을 다하고 있다.,clova
2628,젊은 남자 비센테는 어머니의 양장점에서 일하고 있다.,비센테는 젊은 남자이다.,0,젊은 남성인 비센테.,clova
2629,딱히 특별할게 없는 식상한 레파토리 같아 저는 별로 입니다.,저는 식상한 레파토리 같다고 생각해서 별로입니다.,0,저는 이것이 지루하게 반복되는 이야기 같아서 마음에 들지 않습니다.,clova
2630,호스트의 빠른 답변과 친절함이 인상깊었습니다.,친절한 호스트를 만났었습니다.,0,친절히 대해주는 주인장을 만난 적이 있습니다.,clova
